Frequency,Angle of attack,Chord length,Free-stream velocity,Suction side displacement thickness,Scaled sound pressure level
400,0.0,0.3048,31.7,0.00331266,125.045
1250,12.3,0.1016,31.7,0.0418756,118.767
2500,4.0,0.3048,39.6,0.00579636,120.233
4000,0.0,0.0254,31.7,0.000439472,137.047
5000,0.0,0.0508,55.5,0.00076193,134.556
800,4.8,0.0254,39.6,0.000907475,120.766
1000,15.4,0.0508,31.7,0.0289853,124.525
500,7.3,0.2286,71.3,0.0104404,136.798
400,7.2,0.1524,71.3,0.00752039,130.123
1250,5.4,0.1524,31.7,0.00525474,123.991
1000,0.0,0.0508,31.7,0.000812164,126.78
8000,3.0,0.3048,39.6,0.00495741,110.652
1600,12.7,0.0254,71.3,0.0121808,134.528
1600,9.5,0.0254,71.3,0.00420654,133.756
1600,7.3,0.2286,55.5,0.0111706,123.354
6300,12.3,0.1016,39.6,0.0408268,107.985
1000,5.3,0.2286,39.6,0.00614329,125.581
315,7.2,0.1524,39.6,0.00909175,130.558
1000,2.0,0.2286,71.3,0.00293031,128.956
400,8.4,0.0508,55.5,0.00544854,121.582
4000,0.0,0.1524,39.6,0.00193287,125.343
10000,0.0,0.0508,71.3,0.000740478,128.74
5000,9.9,0.1524,31.7,0.0252785,109.949
500,2.0,0.2286,71.3,0.00293031,126.486
315,15.4,0.0508,39.6,0.0282593,124.493
6300,0.0,0.1016,39.6,0.00146332,125.631
1000,4.2,0.0508,39.6,0.00152689,125.647
800,5.3,0.2286,39.6,0.00614329,129.491
5000,12.3,0.1016,39.6,0.0408268,108.625
200,15.6,0.1016,71.3,0.0437259,130.898
1000,17.4,0.0254,39.6,0.0172206,138.274
8000,0.0,0.1524,71.3,0.0015988,122.527
1250,7.2,0.1524,39.6,0.00909175,122.428
8000,12.7,0.0254,39.6,0.0130253,120.607
4000,4.0,0.3048,71.3,0.00497773,119.535
200,8.9,0.1016,71.3,0.0103088,133.503
2500,0.0,0.0508,39.6,0.000791822,134.938
500,5.3,0.2286,71.3,0.0051942,129.88
4000,17.4,0.0254,39.6,0.0172206,122.724
2500,12.3,0.1016,31.7,0.0418756,110.317
2500,4.0,0.2286,71.3,0.00400603,124.338
5000,4.8,0.0254,55.5,0.000873218,135.484
1000,9.9,0.1524,71.3,0.0193001,126.349
200,15.4,0.0508,31.7,0.0289853,119.975
315,4.0,0.3048,39.6,0.00579636,126.843
4000,4.8,0.0254,55.5,0.000873218,133.924
1000,15.4,0.0508,55.5,0.0271925,130.4
5000,15.4,0.0508,55.5,0.0271925,117.11
10000,0.0,0.1016,71.3,0.00121072,123.305
3150,4.8,0.0254,71.3,0.000848633,133.378
2500,0.0,0.1016,31.7,0.00150092,132.003
8000,1.5,0.3048,71.3,0.00336729,115.372
8000,4.8,0.0254,39.6,0.000907475,131.346
200,9.9,0.1524,31.7,0.0252785,127.299
1000,1.5,0.3048,71.3,0.00336729,125.992
4000,17.4,0.0254,31.7,0.0176631,121.996
3150,0.0,0.2286,31.7,0.0027238,123.445
800,2.7,0.1524,39.6,0.00294804,128.829
250,0.0,0.3048,31.7,0.00331266,118.595
5000,4.0,0.2286,71.3,0.00400603,121.118
2000,1.5,0.3048,71.3,0.00336729,126.642
4000,0.0,0.0508,55.5,0.00076193,134.946
630,5.4,0.1524,31.7,0.00525474,131.471
2000,8.4,0.0508,71.3,0.00529514,134.476
5000,2.0,0.2286,31.7,0.00372371,118.267
2000,17.4,0.0254,31.7,0.0176631,124.356
6300,9.5,0.0254,71.3,0.00420654,127.246
2000,19.7,0.0508,71.3,0.0341183,120.055
630,0.0,0.1524,39.6,0.00193287,124.403
1000,0.0,0.2286,39.6,0.00253511,130.435
800,0.0,0.1524,31.7,0.00209405,129.117
1600,0.0,0.0508,31.7,0.000812164,131.01
630,2.0,0.2286,39.6,0.00346574,127.417
4000,15.4,0.0508,31.7,0.0289853,115.635
1600,0.0,0.0508,39.6,0.000791822,130.908
4000,12.7,0.0254,71.3,0.0121808,131.808
250,7.3,0.2286,39.6,0.0123481,131.889
1600,3.3,0.1016,39.6,0.00245138,133.071
3150,0.0,0.0254,39.6,0.000428464,133.276
8000,0.0,0.0254,39.6,0.000428464,135.866
800,15.4,0.0508,31.7,0.0289853,125.555
5000,17.4,0.0254,31.7,0.0176631,117.996
200,0.0,0.3048,39.6,0.00310138,118.129
2500,17.4,0.0254,55.5,0.0165706,124.931
6300,9.5,0.0254,31.7,0.00461377,120.726
1000,15.6,0.1016,39.6,0.0528487,119.224
10000,0.0,0.3048,31.7,0.00331266,108.265
1000,9.5,0.0254,39.6,0.00449821,130.374
6300,7.3,0.2286,71.3,0.0104404,115.818
8000,3.3,0.1016,55.5,0.002211,120.569
5000,3.0,0.3048,55.5,0.00452492,117.309
315,17.4,0.0254,55.5,0.0165706,111.911
400,15.4,0.0508,31.7,0.0289853,123.705
1250,8.9,0.1016,71.3,0.0103088,132.793
6300,3.0,0.3048,55.5,0.00452492,115.679
6300,5.4,0.1524,55.5,0.00433288,117.287
12500,0.0,0.1524,55.5,0.00172668,117.093
5000,15.4,0.0508,39.6,0.0282593,114.453
1250,0.0,0.1016,39.6,0.00146332,132.271
5000,0.0,0.1524,55.5,0.00172668,125.203
2000,0.0,0.1524,39.6,0.00193287,129.633
5000,12.3,0.1016,31.7,0.0418756,107.147
630,12.3,0.1016,71.3,0.0337792,135.368
1600,9.9,0.1524,39.6,0.0233328,118.545
630,19.7,0.0508,71.3,0.0341183,128.365
315,12.3,0.1016,39.6,0.0408268,129.415
6300,0.0,0.3048,39.6,0.00310138,116.229
2500,0.0,0.3048,31.7,0.00331266,120.755
500,6.7,0.1016,31.7,0.00592927,130.206
315,22.2,0.0254,71.3,0.0214178,115.857
4000,0.0,0.3048,55.5,0.00283081,121.106
2000,9.5,0.0254,55.5,0.0043284,134.052
8000,0.0,0.0508,31.7,0.000812164,126.59
4000,9.5,0.0254,71.3,0.00420654,134.236
315,22.2,0.0254,39.6,0.0229028,120.716
5000,0.0,0.0508,31.7,0.000812164,133.23
2500,7.3,0.2286,39.6,0.0123481,116.559
8000,4.0,0.2286,39.6,0.00473801,113.129
1600,12.7,0.0254,39.6,0.0130253,129.977
2000,12.3,0.1016,39.6,0.0408268,114.085
800,3.0,0.3048,55.5,0.00452492,129.949
1600,9.5,0.0254,39.6,0.00449821,131.184
1000,0.0,0.1524,55.5,0.00172668,128.583
800,2.0,0.2286,31.7,0.00372371,130.307
4000,12.6,0.1524,71.3,0.0483159,108.034
1600,7.2,0.1524,39.6,0.00909175,120.058
800,7.3,0.2286,39.6,0.0123481,126.299
3150,19.7,0.0508,71.3,0.0341183,116.225
4000,4.2,0.0508,39.6,0.00152689,131.807
3150,12.6,0.1524,39.6,0.0584113,106.26
3150,0.0,0.1016,31.7,0.00150092,129.973
500,2.0,0.2286,55.5,0.00313525,124.692
12500,1.5,0.3048,71.3,0.00336729,109.222
5000,22.2,0.0254,71.3,0.0214178,125.727
315,9.9,0.1524,71.3,0.0193001,135.459
250,7.3,0.2286,31.7,0.0132672,130.089
630,0.0,0.3048,55.5,0.00283081,127.696
10000,0.0,0.1524,39.6,0.00193287,115.413
1000,4.0,0.2286,31.7,0.00509068,129.869
200,11.2,0.0508,39.6,0.0150478,125.01
500,0.0,0.2286,55.5,0.00229336,123.78
1250,4.0,0.2286,71.3,0.00400603,131.718
200,12.6,0.1524,71.3,0.0483159,128.354
500,2.7,0.1524,39.6,0.00294804,121.009
1250,17.4,0.0254,55.5,0.0165706,129.301
4000,9.5,0.0254,39.6,0.00449821,127.864
315,12.7,0.0254,39.6,0.0130253,123.537
800,0.0,0.1524,39.6,0.00193287,127.903
800,8.4,0.0508,55.5,0.00544854,128.562
800,2.0,0.2286,39.6,0.00346574,129.037
1600,5.4,0.1524,31.7,0.00525474,123.761
630,8.9,0.1016,71.3,0.0103088,138.423
8000,15.4,0.0508,71.3,0.0264269,112.675
6300,4.8,0.0254,55.5,0.000873218,135.164
4000,0.0,0.2286,31.7,0.0027238,122.035
1000,2.7,0.1524,71.3,0.00243851,128.774
500,9.9,0.1524,55.5,0.0208438,127.815
400,4.0,0.2286,55.5,0.0042862,123.274
6300,0.0,0.0254,71.3,0.000400682,134.987
2500,4.0,0.2286,55.5,0.0042862,122.384
2000,5.3,0.2286,71.3,0.0051942,125.89
5000,0.0,0.3048,39.6,0.00310138,117.789
5000,3.3,0.1016,31.7,0.00251435,122.082
2000,7.3,0.2286,55.5,0.0111706,120.354
1600,12.3,0.1016,39.6,0.0408268,117.875
200,7.3,0.2286,39.6,0.0123481,130.989
1000,3.0,0.3048,71.3,0.00425727,129.004
4000,3.0,0.3048,71.3,0.00425727,120.264
8000,4.2,0.0508,39.6,0.00152689,120.397
5000,4.8,0.0254,31.7,0.000930789,135.248
4000,8.4,0.0508,39.6,0.00566229,118.955
1250,5.3,0.2286,39.6,0.00614329,125.721
1600,4.0,0.2286,55.5,0.0042862,128.264
400,7.2,0.1524,39.6,0.00909175,132.118
10000,3.3,0.1016,71.3,0.00202822,116.694
2500,12.6,0.1524,71.3,0.0483159,115.234
400,3.0,0.3048,39.6,0.00495741,125.472
2000,22.2,0.0254,39.6,0.0229028,121.256
1000,15.4,0.0508,39.6,0.0282593,127.893
630,12.3,0.1016,31.7,0.0418756,119.287
2000,4.8,0.0254,31.7,0.000930789,130.148
250,12.6,0.1524,39.6,0.0584113,115.89
6300,15.4,0.0508,31.7,0.0289853,108.185
1250,5.3,0.2286,71.3,0.0051942,133.38
2000,12.3,0.1016,55.5,0.0368233,118.564
400,0.0,0.3048,39.6,0.00310138,124.809
4000,12.3,0.1016,31.7,0.0418756,108.407
1250,0.0,0.1016,31.7,0.00150092,133.063
10000,5.3,0.2286,71.3,0.0051942,111.35
10000,0.0,0.0254,31.7,0.000439472,134.227
6300,3.3,0.1016,55.5,0.002211,123.839
5000,4.0,0.2286,31.7,0.00509068,115.969
800,15.6,0.1016,39.6,0.0528487,118.964
1600,4.0,0.2286,31.7,0.00509068,125.229
4000,9.5,0.0254,55.5,0.0043284,131.582
1600,0.0,0.1016,31.7,0.00150092,133.553
2500,4.0,0.2286,39.6,0.00473801,119.649
1250,4.0,0.3048,71.3,0.00497773,129.395
800,2.0,0.2286,55.5,0.00313525,128.492
6300,4.0,0.2286,71.3,0.00400603,118.618
1250,7.3,0.2286,39.6,0.0123481,123.189
500,15.4,0.0508,31.7,0.0289853,123.695
400,17.4,0.0254,55.5,0.0165706,115.461
500,5.4,0.1524,31.7,0.00525474,129.681
10000,0.0,0.0508,39.6,0.000791822,125.998
800,9.9,0.1524,55.5,0.0208438,126.565
2000,17.4,0.0254,39.6,0.0172206,126.644
3150,0.0,0.1016,71.3,0.00121072,131.955
3150,0.0,0.2286,71.3,0.00214345,127.834
250,9.9,0.1524,31.7,0.0252785,128.559
315,17.4,0.0254,31.7,0.0176631,118.416
1600,3.3,0.1016,55.5,0.002211,133.649
6300,0.0,0.3048,31.7,0.00331266,113.775
2500,9.5,0.0254,71.3,0.00420654,135.956
2000,0.0,0.2286,31.7,0.0027238,123.455
4000,17.4,0.0254,71.3,0.016104,125.586
500,0.0,0.2286,31.7,0.0027238,126.675
400,9.5,0.0254,55.5,0.0043284,120.952
1000,2.7,0.1524,39.6,0.00294804,130.589
3150,12.3,0.1016,31.7,0.0418756,110.307
2500,0.0,0.0508,71.3,0.000740478,131.31
12500,0.0,0.2286,71.3,0.00214345,117.624
1250,2.0,0.2286,39.6,0.00346574,128.257
1000,11.2,0.0508,39.6,0.0150478,132.43
1250,15.6,0.1016,71.3,0.0437259,123.178
2000,5.4,0.1524,55.5,0.00433288,128.707
